"pha","H","e","a","q","i","moid"
N,24.50,0.6616,2.385,0.807,9.62,0.00522
N,27.50,0.5261,2.068,0.980,5.94,0.00325
N,22.55,0.5187,2.078,1.000,21.38,0.0359
N,25.60,0.2338,1.299,0.995,14.44,0.0378
N,24.90,0.6473,2.753,0.971,1.52,0.00226
N,25.61,0.2929,1.456,1.029,12.57,0.0458
N,25.10,0.5278,2.39,1.129,3.30,0.145
N,20.50,0.3017,1.746,1.220,24.66,0.315
N,25.70,0.2653,0.807,0.593,5.56,0.0103
N,21.73,0.2702,0.9244,0.675,57.29,0.181
Y,21.27,0.7946,1.956,0.402,1.57,0.00937
N,22.72,0.2588,1.051,0.779,14.91,0.119
N,22.90,0.6891,2.046,0.636,6.22,0.024
N,24.70,0.6770,1.076,0.347,15.55,0.00456
N,24.90,0.5522,2.433,1.089,2.32,0.106
N,22.60,0.1128,1.395,1.237,25.83,0.255
N,25.10,0.4675,1.5,0.798,14.70,0.0371
N,22.60,0.3533,1.078,0.697,16.55,0.18
N,22.27,0.6497,2.38,0.834,5.61,0.0733
N,22.87,0.1969,0.9909,0.796,31.33,0.187
N,25.68,0.0808,1.024,0.942,7.50,0.0196
N,28.48,0.2954,1.373,0.967,0.70,0.000205
N,20.74,0.6991,1.514,0.456,11.66,0.189
N,21.07,0.5003,2.554,1.276,16.94,0.293
N,23.79,0.5342,1.096,0.510,20.39,0.129
N,26.00,0.1726,1.191,0.985,6.53,0.00527
N,20.14,0.6354,1.374,0.501,38.93,0.511
N,25.50,0.1469,1.094,0.933,18.79,0.0348
N,27.57,0.2246,1.055,0.818,2.99,0.00134
N,23.01,0.5270,1.322,0.625,4.62,0.0425
N,23.27,0.2102,1.473,1.164,12.67,0.18
N,24.70,0.1750,1.228,1.013,3.09,0.0301
N,22.30,0.0853,1.341,1.227,20.49,0.249
N,27.10,0.2290,1.353,1.043,2.10,0.0586
N,21.17,0.1944,1.556,1.254,22.98,0.351
N,27.90,0.3806,1.547,0.958,2.60,0.00187
N,25.46,0.4477,1.266,0.699,2.09,0.0162
N,21.25,0.5327,2.522,1.178,23.25,0.201
N,26.93,0.3494,0.8631,0.561,1.12,0.00258
N,24.89,0.2776,1.176,0.850,7.58,0.0101
N,24.29,0.3836,0.8206,0.506,4.40,0.0257
N,23.88,0.5262,2.511,1.190,8.69,0.207
N,20.88,0.7623,2.338,0.556,10.03,0.118
N,24.71,0.3899,1.522,0.929,5.62,0.0467
N,25.45,0.6706,2.001,0.659,8.03,0.0161
N,27.10,0.2448,1.28,0.967,4.31,0.007
N,25.07,0.3742,1.316,0.824,6.24,0.0182
N,23.77,0.5989,2.59,1.039,9.68,0.0465
N,20.38,0.3552,1.664,1.073,26.49,0.246
N,22.29,0.3927,1.453,0.883,8.51,0.0887
N,26.70,0.2950,1.22,0.860,21.39,0.0192
N,19.50,0.4472,1.558,0.861,21.89,0.0665
N,24.90,0.3443,1.629,1.068,14.67,0.0858
N,23.06,0.5263,2.426,1.149,11.82,0.165
N,25.70,0.2327,1.402,1.076,4.22,0.0903
N,24.11,0.6309,1.346,0.497,6.77,0.00135
N,22.70,0.2926,1.46,1.032,55.28,0.166
N,24.70,0.3784,1.66,1.032,31.12,0.106
N,25.20,0.4894,1.077,0.550,13.61,0.0291
Y,19.99,0.5727,2.414,1.031,9.51,0.0398
N,22.52,0.5476,2.581,1.168,3.59,0.187
N,24.40,0.5481,1.169,0.528,16.81,0.0572
N,26.90,0.4525,1.673,0.916,3.55,0.0156
N,27.30,0.3819,1.354,0.837,1.25,0.00583
N,25.30,0.2391,1.4,1.065,14.82,0.0831
N,25.27,0.2833,1.37,0.982,6.50,0.0618
N,25.80,0.2848,1.468,1.050,0.76,0.0638
N,25.40,0.3573,1.541,0.990,11.21,0.0606
N,26.30,0.5463,2.319,1.052,5.33,0.0699
N,22.79,0.6623,0.9634,0.325,5.31,0.0514
N,22.93,0.5554,2.786,1.239,2.06,0.255
Y,21.04,0.5477,2.216,1.002,3.89,0.0101
N,22.72,0.9098,2.041,0.184,5.77,0.00445
N,26.30,0.2820,1.488,1.068,2.21,0.0855
N,24.00,0.6894,0.8392,0.261,12.54,0.0416
N,25.30,0.2995,1.489,1.043,21.60,0.0712
N,24.20,0.3688,1.636,1.032,3.43,0.057
N,19.86,0.4038,1.846,1.100,14.88,0.14
N,24.43,0.5519,2.16,0.968,6.07,0.0169
N,20.48,0.5225,2.587,1.235,17.54,0.269
N,25.40,0.1060,1.139,1.018,1.54,0.0337
N,22.60,0.3282,1.715,1.152,9.10,0.161
N,22.80,0.3446,1.748,1.146,19.65,0.226
N,25.80,0.5220,2.055,0.982,3.99,0.0164
N,28.90,0.1668,0.9343,0.779,0.98,0.00279
N,25.87,0.2422,0.9366,0.710,3.99,0.015
N,25.01,0.4368,1.785,1.005,2.45,0.0329
N,24.15,0.7366,2.515,0.662,10.23,0.0177
N,28.82,0.1376,0.8711,0.751,2.54,0.00216
N,28.20,0.6049,2.423,0.957,2.66,0.00174
N,21.98,0.4202,0.742,0.430,7.17,0.0805
N,23.33,0.1946,1.38,1.112,21.16,0.13
N,21.76,0.4578,1.05,0.569,37.45,0.353
N,27.00,0.5937,2.492,1.013,2.25,0.0295
N,26.79,0.5235,2.101,1.001,6.30,0.0298
N,27.70,0.4879,1.152,0.590,9.58,0.000673
N,29.40,0.4899,1.877,0.957,4.17,0.00268
N,24.60,0.1411,0.8838,0.759,19.34,0.00304
N,21.63,0.5576,1.386,0.613,28.36,0.294
N,25.51,0.3701,0.8013,0.505,5.58,0.0511
N,25.50,0.4045,0.7701,0.459,31.57,0.0075
N,25.04,0.2079,1.319,1.045,24.04,0.0677
N,23.03,0.6408,1.01,0.363,10.28,0.0656
N,21.46,0.2660,1.031,0.756,32.46,0.261
N,26.75,0.1110,0.9329,0.829,2.38,0.000518
N,26.80,0.3810,1.183,0.732,7.11,0.00195
N,26.80,0.3817,1.632,1.009,7.08,0.0304
N,24.35,0.3154,1.355,0.928,7.11,0.0802
N,21.66,0.8231,2.566,0.454,6.67,0.0865
N,19.14,0.4146,1.847,1.081,31.59,0.185
N,27.10,0.2614,1.329,0.981,5.70,0.0291
N,27.20,0.1231,0.9393,0.824,11.29,0.0256
N,23.96,0.2915,1.256,0.890,30.79,0.0252
N,25.40,0.3525,1.147,0.742,5.92,0.0155
Y,20.43,0.6024,1.982,0.788,48.92,0.0333
N,29.70,0.1153,0.9047,0.800,2.60,0.00418
N,28.60,0.4871,1.936,0.993,3.48,0.00886
N,25.64,0.4431,1.703,0.948,3.56,0.0403
N,21.77,0.7921,1.682,0.350,36.81,0.192
N,23.27,0.2053,1.368,1.087,21.57,0.109
N,22.88,0.4205,0.7315,0.424,8.31,0.0708
N,26.10,0.6547,2.578,0.890,2.66,0.00729
N,25.70,0.5651,1.634,0.711,1.47,0.0185
N,24.43,0.1817,1.256,1.028,20.35,0.0865
N,25.00,0.4780,2.065,1.078,12.44,0.094
N,28.20,0.2398,0.8086,0.615,2.56,0.00421
N,26.60,0.4900,1.563,0.797,3.09,0.00791
N,23.90,0.4504,1.36,0.748,18.48,0.0169
N,23.19,0.7685,1.609,0.372,8.45,0.00932
N,24.73,0.6311,2.499,0.922,0.72,0.00379
N,21.70,0.5282,2.263,1.068,5.15,0.0924
N,27.36,0.5275,1.595,0.753,1.71,0.00193
N,24.99,0.5704,1.829,0.786,2.87,0.00368
N,24.30,0.1713,1.294,1.072,29.14,0.0892
N,28.40,0.5813,2.011,0.842,5.17,0.000525
N,20.66,0.4487,2.237,1.233,6.53,0.249
N,24.84,0.4575,1.944,1.054,7.13,0.0711
N,24.80,0.1200,1.186,1.044,19.85,0.077
N,28.30,0.2977,1.315,0.923,5.60,3.41e-05
N,31.07,0.1280,1.106,0.964,0.73,0.000424
N,20.92,0.4216,2.239,1.295,23.05,0.403
N,22.75,0.3103,1.096,0.756,14.77,0.0182
N,20.01,0.6346,1.247,0.456,35.64,0.473
N,24.70,0.3185,1.418,0.967,2.20,0.00242
N,22.42,0.5916,2.143,0.875,8.41,0.0107
N,24.60,0.5572,2.276,1.008,8.42,0.0648
N,26.04,0.6167,2.323,0.890,1.25,0.00105
N,26.76,0.1274,1.15,1.004,2.61,0.0268
Y,20.23,0.7390,2.209,0.576,15.17,0.0414
N,27.02,0.4695,1.833,0.972,7.16,0.00314
N,25.30,0.4258,1.81,1.039,1.42,0.0587
N,27.17,0.2203,0.8205,0.640,2.59,0.00683
N,23.31,0.4152,2.021,1.182,6.73,0.218
N,26.10,0.1159,0.9674,0.855,4.92,0.00301
N,23.38,0.3175,0.9794,0.668,3.69,0.0245
N,24.74,0.6237,2.061,0.776,9.84,0.0017
N,24.34,0.2820,1.196,0.859,17.76,0.0564
Y,20.02,0.5854,1.88,0.780,4.41,0.00735
N,23.56,0.5414,1.43,0.656,28.51,0.0534
N,22.90,0.4782,2.205,1.151,8.92,0.173
N,25.73,0.4056,0.9625,0.572,5.56,0.0194
N,25.12,0.3641,1.584,1.008,17.55,0.0388
N,26.47,0.2874,1.165,0.830,4.05,0.0135
N,27.80,0.4581,1.695,0.918,6.23,0.00347
N,26.58,0.3227,1.432,0.970,4.22,0.00277
N,24.84,0.6044,2.146,0.849,9.83,0.0333
N,24.77,0.1887,1.253,1.017,23.33,0.0333
N,24.17,0.2127,1.377,1.084,8.43,0.113
N,26.17,0.6187,2.43,0.927,3.02,0.00488
N,25.57,0.4229,1.458,0.841,15.90,0.000325
N,23.63,0.2334,1.302,0.998,18.72,0.0551
N,24.82,0.0494,1.09,1.036,29.12,0.0535
N,22.49,0.6502,2.194,0.767,14.28,0.0203
N,25.95,0.4656,1.797,0.961,3.30,0.00725
N,24.60,0.5014,1.575,0.785,7.05,0.0426
N,26.05,0.2120,0.956,0.753,1.11,0.00709
N,20.67,0.2267,1.411,1.091,21.63,0.145
N,27.76,0.4725,1.862,0.982,4.18,0.000629
N,24.27,0.7278,2.399,0.653,10.60,0.00909
N,23.79,0.3070,1.732,1.201,11.62,0.229
N,24.30,0.4578,1.947,1.056,7.46,0.0742
N,19.93,0.5299,2.587,1.216,26.84,0.513
N,20.75,0.5028,2.588,1.287,14.49,0.382
N,27.31,0.2787,1.243,0.897,1.26,0.00871
N,24.40,0.4532,1.574,0.861,3.53,0.0158
N,25.28,0.2645,1.335,0.982,2.61,3.39e-05
N,21.68,0.3203,1.223,0.831,18.87,0.115
N,21.80,0.2571,1.393,1.035,15.40,0.102
N,25.74,0.4665,1.641,0.875,1.26,0.001
N,23.01,0.2679,1.535,1.124,12.52,0.171
N,20.12,0.6798,2.243,0.718,25.40,0.251
N,18.34,0.6139,3.063,1.183,30.70,0.22
N,20.66,0.2650,1.373,1.009,47.89,0.249
N,20.34,0.7869,2.225,0.474,15.36,0.245
N,22.90,0.2836,1.746,1.251,11.07,0.282
N,26.98,0.5923,1.015,0.414,24.12,0.000171
N,25.19,0.6477,2.501,0.881,1.53,0.00391
N,23.68,0.0751,1.037,0.959,26.62,0.0229
N,24.55,0.4152,1.584,0.927,8.57,0.02
N,25.93,0.5565,1.584,0.703,7.71,0.00111
N,20.07,0.4279,2.248,1.286,25.08,0.339
N,28.49,0.6938,1.802,0.552,0.57,0.000308
N,26.64,0.3429,1.275,0.838,16.69,0.0103
N,24.27,0.0833,1.029,0.943,24.67,0.052
N,24.70,0.2986,1.203,0.843,1.70,0.0054
N,24.41,0.3970,1.617,0.975,2.12,0.00301
N,24.59,0.3628,0.8042,0.512,30.14,0.0283
N,22.80,0.6454,2.675,0.949,4.17,0.00576
N,23.95,0.4387,0.9539,0.535,20.11,0.0718
N,20.00,0.8255,2.572,0.449,27.28,0.426
N,26.40,0.3206,1.286,0.874,14.25,0.0205
N,24.35,0.1150,1.1,0.974,22.53,0.00815
N,26.14,0.6111,2.396,0.932,3.75,0.00208
N,24.29,0.5651,2.258,0.982,6.08,0.0133
N,25.05,0.7259,2.753,0.754,3.04,0.0197
N,23.96,0.5928,2.058,0.838,8.52,0.0229
N,24.20,0.4638,1.783,0.956,4.98,0.00253
N,26.10,0.1527,0.9805,0.831,17.26,0.0557
N,26.70,0.4630,0.7317,0.393,9.06,0.0111
N,25.20,0.3119,1.411,0.971,7.04,0.013
N,22.34,0.4998,1.894,0.947,8.37,0.0773
N,22.99,0.6226,2.489,0.939,14.59,0.118
N,24.25,0.1887,0.9393,0.762,26.54,0.119
N,21.64,0.7974,1.721,0.349,11.02,0.0839
N,24.33,0.6103,2.652,1.034,3.00,0.056
N,23.91,0.5017,2.016,1.004,2.98,0.0516
N,25.28,0.5755,1.989,0.845,0.20,0.000585
N,24.01,0.4365,1.375,0.775,36.29,0.0621
N,26.86,0.2328,1.207,0.926,2.99,0.00957
N,23.70,0.3806,1.581,0.979,11.73,0.0679
N,25.07,0.5411,1.698,0.779,1.43,0.00499
N,24.20,0.7505,1.944,0.485,1.21,0.0203
N,25.70,0.2905,1.421,1.008,7.87,0.0271
N,22.90,0.1580,1.335,1.124,16.91,0.142
N,27.52,0.3416,1.267,0.834,2.58,0.00209
N,24.20,0.5623,1.868,0.817,3.73,0.019
N,24.74,0.5930,2.364,0.962,1.26,0.0171
N,26.42,0.6403,2.74,0.985,2.74,0.0163
N,27.89,0.2434,0.8712,0.659,0.85,0.00119
N,24.87,0.3788,1.62,1.006,1.07,0.0243
N,25.30,0.1368,1.206,1.041,14.05,0.0578
N,23.26,0.5590,2.779,1.225,16.63,0.242
N,24.84,0.5507,1.902,0.855,2.30,0.00855
N,22.48,0.5864,2.645,1.094,13.85,0.112
N,27.18,0.0141,0.9752,0.961,8.40,0.00174
N,24.60,0.6100,2.451,0.956,4.84,0.00709
N,22.72,0.3180,1.442,0.983,19.42,0.0872
N,20.70,0.7091,2.231,0.649,7.20,0.0637
N,26.30,0.3335,1.261,0.840,11.38,0.00851
N,29.57,0.7796,2.291,0.505,0.83,0.000157
N,27.27,0.0747,1.025,0.948,3.96,0.00531
N,24.23,0.4045,1.503,0.895,3.22,0.0203
N,19.71,0.5715,2.379,1.019,32.93,0.0855
N,20.08,0.2887,1.687,1.200,31.08,0.431
N,27.20,0.6681,2.859,0.949,3.17,0.00644
N,23.10,0.5891,2.483,1.020,13.34,0.146
N,23.90,0.2912,1.681,1.191,18.71,0.25
N,27.88,0.5089,2.015,0.990,6.23,0.0142
N,23.48,0.9336,1.302,0.086,7.18,0.0409
N,19.63,0.2905,1.593,1.130,17.12,0.272
N,20.15,0.6512,1.286,0.449,33.93,0.314
N,23.61,0.4508,1.604,0.881,15.06,0.0315
N,21.35,0.4357,1.359,0.767,18.38,0.172
N,24.90,0.1128,0.957,0.849,8.45,0.078
N,26.51,0.4823,1.733,0.897,11.53,0.0282
N,25.89,0.5064,1.476,0.728,8.01,0.00533
N,25.41,0.6646,2.243,0.752,7.93,0.0128
N,25.33,0.3635,1.518,0.966,4.03,0.0573
N,24.22,0.4996,1.198,0.600,11.42,0.0209
N,25.46,0.3117,1.021,0.703,20.02,0.0694
N,25.44,0.5592,2.044,0.901,11.00,0.0166
N,28.30,0.6976,2.283,0.691,1.69,0.000479
N,24.99,0.3384,1.372,0.907,5.29,0.00462
N,26.84,0.2903,1.32,0.937,2.99,0.000909
N,28.87,0.4448,1.73,0.960,3.08,0.00176
N,25.66,0.0881,0.9072,0.827,9.46,0.000648
Y,21.78,0.1624,1.16,0.971,15.77,0.0389
N,20.90,0.7913,2.383,0.497,8.99,0.148
N,25.89,0.3270,1.512,1.018,2.96,0.0344
N,23.61,0.1971,1.198,0.962,18.72,0.0531
N,21.66,0.3343,1.279,0.852,32.02,0.0612
N,22.90,0.2496,1.27,0.953,24.71,0.0983
N,25.40,0.3489,1.634,1.064,4.91,0.0774
N,27.01,0.4275,1.652,0.946,3.13,0.00642
N,27.49,0.3075,1.464,1.014,1.04,0.0308
N,27.64,0.4478,1.212,0.669,14.39,0.0106
N,22.57,0.4485,1.173,0.647,21.49,0.0778
N,24.16,0.1684,1.171,0.974,20.78,0.0858
N,19.61,0.4869,2.282,1.171,36.35,0.188
N,24.32,0.6037,2.609,1.034,3.69,0.0502
N,24.30,0.4316,1.367,0.777,13.03,0.0283
N,24.21,0.4195,1.436,0.833,13.63,0.0547
N,20.94,0.2030,0.9104,0.726,13.30,0.0899
N,23.47,0.2729,1.328,0.966,31.69,0.135
N,21.45,0.5082,0.9634,0.474,44.52,0.302
N,25.80,0.2622,1.188,0.876,3.16,0.0022
N,23.09,0.3466,1.094,0.715,16.32,0.0423
N,28.30,0.0986,1.047,0.944,9.74,0.0118
N,23.94,0.4442,1.389,0.772,3.41,0.0456
N,24.82,0.0713,0.9359,0.869,4.24,0.00863
N,27.84,0.0200,1.029,1.008,4.97,0.0247
N,24.10,0.5107,2.318,1.134,6.82,0.169
N,25.15,0.2663,1.402,1.029,16.12,0.0453
N,22.20,0.0883,1.045,0.953,42.22,0.062
N,22.36,0.6422,2.025,0.724,7.13,0.00792
N,25.18,0.3560,1.527,0.984,2.89,0.0151
N,25.55,0.2006,1.215,0.971,1.89,0.00458
N,26.30,0.3190,1.46,0.994,1.03,0.0189
N,27.53,0.4602,1.827,0.986,7.66,0.00499
N,24.03,0.1650,0.92,0.768,15.66,0.0043
N,26.56,0.1944,1.225,0.987,13.97,0.0103
N,26.54,0.2758,1.233,0.893,1.90,0.0124
N,23.99,0.8400,2.384,0.381,2.28,0.0299
N,24.93,0.1548,1.08,0.913,5.69,0.000365
N,28.05,0.5231,2.063,0.984,6.42,0.00436
N,26.89,0.3923,0.8993,0.547,14.38,0.00625
N,22.57,0.6591,2.843,0.969,7.06,0.0785
N,25.30,0.3247,1.269,0.857,20.78,0.0147
N,23.56,0.2240,1.137,0.883,5.98,0.0199
N,26.17,0.5112,1.932,0.944,9.90,0.00265
N,26.88,0.3288,0.7558,0.507,7.00,0.0151
N,25.29,0.2416,1.049,0.795,19.61,0.0114
Y,20.57,0.6568,2.435,0.836,17.39,0.0082
N,26.62,0.2277,0.8289,0.640,3.03,0.00153
N,25.22,0.4969,1.996,1.004,1.91,0.0296
N,26.73,0.2901,1.379,0.979,1.11,0.000991
N,24.80,0.2382,0.8899,0.678,23.49,0.0592
N,25.23,0.3228,1.512,1.024,19.15,0.0415
N,23.73,0.5448,1.092,0.497,9.30,0.045
N,24.40,0.4775,1.823,0.952,9.42,0.0103
N,25.86,0.5136,1.712,0.833,1.14,0.0164
N,26.89,0.2874,1.29,0.919,9.33,0.00248
N,26.17,0.4322,1.576,0.895,2.32,0.0268
N,26.89,0.3170,0.783,0.535,3.26,0.00163
N,28.15,0.4128,1.699,0.998,7.86,0.0156
N,26.34,0.2877,1.109,0.790,16.97,0.000706
N,27.32,0.3647,1.542,0.980,1.91,0.00524
N,27.74,0.3715,1.577,0.991,2.64,0.00651
N,25.86,0.3653,1.584,1.006,11.35,0.0607
N,24.20,0.5687,2.029,0.875,3.53,0.0394
N,25.30,0.5325,2.156,1.008,2.44,0.0444
N,23.80,0.6213,1.883,0.713,8.43,0.00634
N,21.05,0.3835,1.951,1.203,23.97,0.305
N,24.01,0.5865,2.305,0.953,10.41,0.0909
N,21.78,0.6896,2.458,0.763,8.36,0.126
N,21.83,0.3505,1.286,0.836,7.40,0.0817
N,24.40,0.2620,1.624,1.199,15.16,0.216
N,26.60,0.5871,2.46,1.016,1.58,0.042
N,23.21,0.4720,2.025,1.069,10.89,0.0835
Y,18.93,0.7030,3.074,0.913,28.97,0.0158
N,24.30,0.3500,1.473,0.957,1.88,0.0135
N,20.90,0.6906,2.171,0.672,36.24,0.122
N,19.96,0.5656,2.704,1.175,12.15,0.282
N,24.99,0.1862,1.161,0.945,28.95,0.0458
N,25.64,0.0751,1.109,1.025,0.40,0.0403
Y,20.22,0.5170,2.015,0.973,9.71,0.0282
N,21.27,0.4036,1.966,1.173,10.41,0.184
N,29.59,0.7911,2.203,0.460,5.61,0.000201
N,19.39,0.4835,2.462,1.272,6.16,0.281
N,23.02,0.3439,1.575,1.033,6.35,0.0824
N,24.54,0.3622,1.121,0.715,29.67,0.0324
N,24.51,0.2422,1.397,1.058,14.14,0.135
N,26.00,0.2305,1.004,0.773,12.46,0.000514
N,28.02,0.1191,0.9323,0.821,8.05,0.00842
N,24.30,0.4347,0.7061,0.399,21.25,0.00522
N,26.89,0.7850,0.8633,0.186,2.49,0.00274
N,25.16,0.3478,1.529,0.997,16.29,0.0441
N,25.47,0.4041,1.582,0.943,1.57,0.0188
N,30.31,0.4540,1.534,0.837,3.02,0.000709
N,26.00,0.6270,2.384,0.889,7.14,0.00196
N,25.31,0.1805,1.191,0.976,1.39,0.00539
N,28.40,0.2660,1.101,0.808,0.22,0.0016
N,32.95,0.1434,0.9469,0.811,5.29,0.000397
N,23.00,0.7460,2.097,0.533,6.10,0.0626
N,26.43,0.5883,2.442,1.005,4.51,0.0216
N,25.40,0.4036,1.783,1.063,7.89,0.0857
N,25.59,0.2555,1.175,0.875,15.62,0.0382
N,23.38,0.6336,2.334,0.855,5.63,0.048
N,26.11,0.5488,1.747,0.788,5.95,0.0104
N,25.57,0.4694,1.646,0.873,13.44,0.0253
Y,20.60,0.7203,2.598,0.727,28.06,0.0272
N,23.67,0.1937,1.448,1.168,11.29,0.186
N,24.76,0.3044,0.9946,0.692,19.29,0.0139
N,22.66,0.5222,2.326,1.112,1.26,0.117
N,25.83,0.7469,1.163,0.294,4.91,0.00486
N,23.41,0.2847,1.458,1.043,8.21,0.0942
N,24.30,0.8286,2.573,0.441,8.95,0.0248
N,23.66,0.5143,1.12,0.544,14.09,0.0406
N,24.40,0.2911,1.472,1.043,14.95,0.0853
N,24.40,0.4447,0.8371,0.465,11.48,0.0293
N,26.35,0.7212,1.104,0.308,25.59,0.00033
N,27.98,0.4030,1.671,0.998,2.75,0.0182
N,27.30,0.1723,1.174,0.972,24.90,0.0103
N,22.26,0.4230,1.08,0.623,16.67,0.0676
N,29.20,0.5649,2.136,0.930,0.45,0.00154
N,29.60,0.1734,0.9685,0.801,5.76,0.00172
N,27.90,0.5154,2.038,0.988,6.34,0.0123
N,26.46,0.0250,1.041,1.015,8.29,0.0154
N,18.63,0.3376,0.5984,0.396,31.73,0.234
N,24.30,0.3154,1.664,1.139,27.42,0.164
N,26.28,0.5829,2.338,0.975,5.99,0.0242
N,28.03,0.5814,1.301,0.545,21.81,0.00115
N,26.50,0.1877,0.8836,0.718,0.92,0.00181
N,27.97,0.5844,2.362,0.982,5.43,0.00476
N,28.73,0.7425,2.443,0.629,9.16,0.00347
N,22.80,0.5941,1.64,0.666,4.09,0.0507
N,24.80,0.6176,2.511,0.960,4.58,0.0195
N,20.50,0.3691,1.696,1.070,63.16,0.337
N,24.04,0.6634,2.429,0.817,5.87,0.0462
N,25.57,0.5620,1.97,0.863,5.59,0.0294
N,20.25,0.3006,1.684,1.178,22.96,0.205
N,26.19,0.2557,0.9268,0.690,8.82,0.0101
N,22.00,0.5485,2.751,1.242,10.25,0.279
N,25.80,0.3220,1.184,0.802,20.10,0.0387
N,23.40,0.7015,2.26,0.675,1.14,0.0181
N,23.02,0.3389,1.756,1.161,48.29,0.269
N,28.56,0.4336,1.257,0.712,1.84,0.00341
N,27.30,0.4103,1.533,0.904,4.01,0.0149
N,25.10,0.2403,1.406,1.068,9.69,0.0829
N,28.44,0.6281,2.513,0.934,3.42,0.00194
N,27.92,0.5696,1.812,0.780,2.02,2.96e-05
N,30.87,0.2723,1.162,0.845,1.65,0.000117
N,24.00,0.4688,2.117,1.125,3.20,0.144
N,24.05,0.5098,0.9217,0.452,23.38,0.0791
N,22.10,0.5254,2.707,1.285,11.13,0.343
N,22.86,0.3396,1.674,1.105,29.67,0.265
N,20.80,0.5161,2.459,1.190,29.05,0.44
N,22.67,0.3020,1.164,0.812,17.39,0.0381
N,23.80,0.1344,1.038,0.898,13.99,0.0723
N,23.61,0.4823,2.042,1.057,6.05,0.104
N,24.56,0.1792,1.315,1.080,29.49,0.0958
N,27.35,0.0777,1.061,0.979,11.23,0.0385
N,25.72,0.1583,1.032,0.869,11.97,0.0165
N,24.00,0.2378,1.118,0.852,12.53,0.0309
Y,21.64,0.6154,2.639,1.015,1.22,0.0277
N,21.10,0.6382,1.92,0.695,8.47,0.111
N,25.10,0.5207,0.6672,0.320,9.69,0.0139
N,24.80,0.6499,2.641,0.925,0.52,0.00434
N,24.71,0.7706,2.076,0.476,3.31,0.00345
Y,21.48,0.7012,2.391,0.714,19.51,0.0403
N,23.71,0.3768,0.7821,0.487,13.47,0.0359
N,22.29,0.3511,1.98,1.284,2.56,0.301
N,27.41,0.4881,1.839,0.942,4.79,0.00179
N,25.00,0.6042,2.164,0.857,4.18,0.0315
N,23.60,0.5721,2.138,0.915,5.65,0.0119
N,24.05,0.5101,2.176,1.066,5.50,0.0806
N,25.43,0.2094,0.9141,0.723,8.57,0.0184
N,27.23,0.4215,0.7399,0.428,4.71,0.00288
N,26.80,0.3032,1.462,1.019,0.97,0.0348
N,25.80,0.3524,0.7781,0.504,9.22,0.0377
N,26.10,0.5443,2.099,0.956,7.12,0.0108
N,27.40,0.4173,1.661,0.968,4.98,0.0132
N,26.20,0.5193,2.089,1.004,13.17,0.0304
N,24.40,0.5717,1.533,0.657,4.25,0.0338
N,28.52,0.1636,1.192,0.997,0.60,0.0101
N,27.10,0.3637,1.595,1.015,9.87,0.0314
N,26.30,0.4426,1.743,0.972,10.67,0.0295
N,25.18,0.3630,1.126,0.717,4.76,0.00156
N,25.95,0.5564,2.239,0.993,9.47,0.0217
N,27.00,0.3519,1.491,0.966,14.89,0.0136
N,24.00,0.1634,1.1,0.920,25.48,0.0534
N,26.94,0.2044,1.237,0.984,8.19,0.00487
N,26.67,0.2208,1.256,0.979,4.28,0.012
N,28.90,0.5844,2.05,0.852,4.24,0.000828
N,26.50,0.5729,2.463,1.052,1.21,0.0643
N,28.00,0.2723,0.9873,0.718,5.38,0.0119
N,27.70,0.6878,2.769,0.864,1.98,0.00108
N,27.10,0.2742,1.418,1.029,8.00,0.0441
N,28.40,0.1337,1.138,0.985,6.34,0.0139
N,29.20,0.6166,2.323,0.891,3.87,0.00473
N,26.00,0.4245,1.64,0.944,20.73,0.0581
N,24.13,0.3581,0.896,0.575,25.24,0.0639
N,26.00,0.2083,0.9813,0.777,6.69,0.0222
N,26.10,0.6032,2.47,0.980,15.03,0.0556
N,26.03,0.3918,1.656,1.007,0.07,0.0236
N,24.58,0.5333,0.7506,0.350,30.22,0.0537
N,26.20,0.5565,2.339,1.037,8.19,0.0512
N,25.41,0.4333,1.79,1.014,2.04,0.0295
N,24.96,0.5237,2.271,1.082,1.20,0.094
N,25.12,0.5012,1.15,0.574,6.33,0.0143
N,24.60,0.6320,2.598,0.956,8.43,0.0415
N,21.57,0.3026,1.385,0.966,39.36,0.18
N,25.10,0.4440,0.872,0.485,12.63,0.047
N,26.20,0.4167,1.735,1.012,7.13,0.0295
N,25.33,0.1529,0.9851,0.835,8.84,0.0491
N,28.60,0.2605,0.9506,0.703,2.35,0.000251
N,24.87,0.6748,1.093,0.356,0.55,0.0055
N,25.20,0.3756,1.263,0.789,3.03,0.00379
N,28.10,0.4963,1.497,0.754,3.45,0.00533
N,24.60,0.2834,1.529,1.095,11.41,0.11
N,25.00,0.2034,1.249,0.995,22.75,0.00822
N,26.20,0.5033,2.067,1.027,4.58,0.0407
N,25.20,0.3505,1.404,0.912,16.21,0.0379
N,22.95,0.0919,0.9299,0.844,7.29,0.0273
N,22.91,0.5090,1.571,0.772,13.40,0.056
N,22.94,0.1068,1.239,1.107,21.33,0.21
N,24.02,0.6148,2.876,1.108,2.29,0.116
N,25.40,0.5454,1.958,0.890,4.48,0.0165
N,21.72,0.1256,1.139,0.996,19.92,0.0519
Y,21.58,0.7327,1.382,0.369,3.94,0.0236
